district,state,district_census_code,state_census_code,total,rural,urban,indicator_number,indicator_name,indicator_category,total_filled,rural_filled,urban_filled,total_corrected,rural_corrected,urban_corrected
Tuensang,Nagaland,267,13,20.0,16,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,20.0,16,0,20.0,16,0
Longleng,Nagaland,268,13,13.0,15.1,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,13.0,15.1,0,13.0,15.1,0
Kiphire,Nagaland,269,13,15.3,15.3,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,15.3,15.3,0,15.3,15.3,0
Kohima,Nagaland,270,13,19.9,17.6,20.8,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,19.9,17.6,20.8,19.9,17.6,20.8
Peren,Nagaland,271,13,23.2,17.7,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,23.2,17.7,0,23.2,17.7,0
Senapati,Manipur,272,14,17.7,17,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,17.7,17,0,17.7,17,0
Tamenglong,Manipur,273,14,11.0,11.1,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,11.0,11.1,0,11.0,11.1,0
Churachandpur,Manipur,274,14,12.8,14.1,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,12.8,14.1,0,12.8,14.1,0
Bishnupur,Manipur,275,14,15.9,12.7,19.5,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,15.9,12.7,19.5,15.9,12.7,19.5
Thoubal,Manipur,276,14,17.2,16.9,17.6,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,17.2,16.9,17.6,17.2,16.9,17.6
Imphal West,Manipur,277,14,16.5,9,20.9,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,16.5,9,20.9,16.5,9,20.9
Imphal East,Manipur,278,14,17.3,17.1,17.5,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,17.3,17.1,17.5,17.3,17.1,17.5
Ukhrul,Manipur,279,14,15.4,10.6,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,15.4,10.6,0,15.4,10.6,0
Chandel,Manipur,280,14,10.4,11.3,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,10.4,11.3,0,10.4,11.3,0
Mamit,Mizoram,281,15,8.8,9.3,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,8.8,9.3,0,8.8,9.3,0
Kolasib,Mizoram,282,15,10.7,8.1,11.5,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,10.7,8.1,11.5,10.7,8.1,11.5
Aizawl,Mizoram,283,15,14.6,,15.1,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,14.6,0,15.1,14.6,0,15.1
Champhai,Mizoram,284,15,14.9,13.8,16.3,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,14.9,13.8,16.3,14.9,13.8,16.3
Serchhip,Mizoram,285,15,12.9,13.5,12.7,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,12.9,13.5,12.7,12.9,13.5,12.7
Lunglei,Mizoram,286,15,10.3,7.5,14.4,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,10.3,7.5,14.4,10.3,7.5,14.4
Lawngtlai,Mizoram,287,15,10.9,11.1,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,10.9,11.1,0,10.9,11.1,0
Saiha,Mizoram,288,15,13.2,10.1,15.6,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,13.2,10.1,15.6,13.2,10.1,15.6
West Tripura,Tripura,289,16,13.7,16.9,9.4,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,13.7,16.9,9.4,13.7,16.9,9.4
South Tripura,Tripura,290,16,13.2,14.4,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,13.2,14.4,0,13.2,14.4,0
Dhalai,Tripura,291,16,6.4,6.7,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,6.4,6.7,0,6.4,6.7,0
North Tripura,Tripura,292,16,8.8,9.5,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,8.8,9.5,0,8.8,9.5,0
West Garo Hills,Meghalaya,293,17,7.3,6.3,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,7.3,6.3,0,7.3,6.3,0
East Garo Hills,Meghalaya,294,17,7.5,6.4,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,7.5,6.4,0,7.5,6.4,0
South Garo Hills,Meghalaya,295,17,8.7,8.3,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,8.7,8.3,0,8.7,8.3,0
West Khasi Hills,Meghalaya,296,17,4.9,4.2,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,4.9,4.2,0,4.9,4.2,0
Ribhoi,Meghalaya,297,17,8.8,9.1,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,8.8,9.1,0,8.8,9.1,0
East Khasi Hills,Meghalaya,298,17,9.2,5.8,13.2,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,9.2,5.8,13.2,9.2,5.8,13.2
Jaintia Hills,Meghalaya,299,17,9.0,6.7,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,9.0,6.7,0,9.0,6.7,0
Kokrajhar,Assam,300,18,20.5,21.1,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,20.5,21.1,0,20.5,21.1,0
Dhubri,Assam,301,18,6.8,6.6,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,6.8,6.6,0,6.8,6.6,0
Goalpara,Assam,302,18,13.9,9.4,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,13.9,9.4,0,13.9,9.4,0
Barpeta,Assam,303,18,22.8,22.4,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,22.8,22.4,0,22.8,22.4,0
Morigaon,Assam,304,18,10.7,10.8,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,10.7,10.8,0,10.7,10.8,0
Nagaon,Assam,305,18,7.8,7,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,7.8,7,0,7.8,7,0
Sonitpur,Assam,306,18,18.0,15.4,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,18.0,15.4,0,18.0,15.4,0
Lakhimpur,Assam,307,18,21.3,22.6,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,21.3,22.6,0,21.3,22.6,0
Dhemaji,Assam,308,18,15.3,14.2,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,15.3,14.2,0,15.3,14.2,0
Tinsukia,Assam,309,18,20.4,18.8,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,20.4,18.8,0,20.4,18.8,0
Dibrugarh,Assam,310,18,19.1,21.2,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,19.1,21.2,0,19.1,21.2,0
Sivasagar,Assam,311,18,16.4,16.2,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,16.4,16.2,0,16.4,16.2,0
Jorhat,Assam,312,18,16.9,16,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,16.9,16,0,16.9,16,0
Golaghat,Assam,313,18,16.6,17,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,16.6,17,0,16.6,17,0
Karbi Anglong,Assam,314,18,14.5,14.2,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,14.5,14.2,0,14.5,14.2,0
Dima Hasao,Assam,315,18,14.1,15.2,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,14.1,15.2,0,14.1,15.2,0
Cachar,Assam,316,18,14.6,12.9,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,14.6,12.9,0,14.6,12.9,0
Karimganj,Assam,317,18,13.3,8.7,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,13.3,8.7,0,13.3,8.7,0
Hailakandi,Assam,318,18,8.3,8.2,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,8.3,8.2,0,8.3,8.2,0
Bongaigaon,Assam,319,18,18.8,20.7,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,18.8,20.7,0,18.8,20.7,0
Chirang,Assam,320,18,22.0,22.4,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,22.0,22.4,0,22.0,22.4,0
Kamrup,Assam,321,18,9.6,9.7,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,9.6,9.7,0,9.6,9.7,0
Kamrup Metropolitan,Assam,322,18,12.4,,10.5,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,12.4,0,10.5,12.4,0,10.5
Nalbari,Assam,323,18,10.3,9.8,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,10.3,9.8,0,10.3,9.8,0
Baksa,Assam,324,18,20.4,19.5,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,20.4,19.5,0,20.4,19.5,0
Darrang,Assam,325,18,8.6,8.5,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,8.6,8.5,0,8.6,8.5,0
Udalguri,Assam,326,18,20.7,20.4,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,20.7,20.4,0,20.7,20.4,0
Darjiling,West Bengal,327,19,18.8,14.9,24.5,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,18.8,14.9,24.5,18.8,14.9,24.5
Jalpaiguri,West Bengal,328,19,18.3,15.4,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,18.3,15.4,0,18.3,15.4,0
Koch Bihar,West Bengal,329,19,14.3,13.8,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,14.3,13.8,0,14.3,13.8,0
Uttar Dinajpur,West Bengal,330,19,12.0,13.7,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,12.0,13.7,0,12.0,13.7,0
Dakshin Dinajpur,West Bengal,331,19,6.4,5.7,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,6.4,5.7,0,6.4,5.7,0
Maldah,West Bengal,332,19,10.9,10.1,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,10.9,10.1,0,10.9,10.1,0
Murshidabad,West Bengal,333,19,7.4,6.9,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,7.4,6.9,0,7.4,6.9,0
Birbhum,West Bengal,334,19,5.6,4.4,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,5.6,4.4,0,5.6,4.4,0
Barddhaman,West Bengal,335,19,12.7,10.6,15.6,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,12.7,10.6,15.6,12.7,10.6,15.6
Nadia,West Bengal,336,19,7.8,7.9,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,7.8,7.9,0,7.8,7.9,0
North Twenty Four Parganas,West Bengal,337,19,10.6,8.5,-13.2,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,10.6,8.5,-13.2,10.6,8.5,13.2
Hugli,West Bengal,338,19,6.3,8.7,-2.4,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,6.3,8.7,-2.4,6.3,8.7,2.4
Bankura,West Bengal,339,19,8.8,7.7,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,8.8,7.7,0,8.8,7.7,0
Puruliya,West Bengal,340,19,9.0,8.6,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,9.0,8.6,0,9.0,8.6,0
Haora,West Bengal,341,19,5.6,7.6,4.3,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,5.6,7.6,4.3,5.6,7.6,4.3
Kolkata,West Bengal,342,19,19.3,,19.3,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,19.3,0,19.3,19.3,0,19.3
South Twenty Four Parganas,West Bengal,343,19,7.8,7.1,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,7.8,7.1,0,7.8,7.1,0
Paschim Medinipur,West Bengal,344,19,10.4,10.4,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,10.4,10.4,0,10.4,10.4,0
Purba Medinipur,West Bengal,345,19,4.2,5.4,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,4.2,5.4,0,4.2,5.4,0
Garhwa,Jharkhand,346,20,9.3,7.6,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,9.3,7.6,0,9.3,7.6,0
Chatra,Jharkhand,347,20,13.4,12.2,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,13.4,12.2,0,13.4,12.2,0
Kodarma,Jharkhand,348,20,9.4,8.7,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,9.4,8.7,0,9.4,8.7,0
Giridih,Jharkhand,349,20,11.1,10.2,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,11.1,10.2,0,11.1,10.2,0
Deoghar,Jharkhand,350,20,11.8,8.5,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,11.8,8.5,0,11.8,8.5,0
Godda,Jharkhand,351,20,15.9,17,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,15.9,17,0,15.9,17,0
Sahibganj,Jharkhand,352,20,10.4,11.8,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,10.4,11.8,0,10.4,11.8,0
Pakur,Jharkhand,353,20,10.0,9,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,10.0,9,0,10.0,9,0
Dhanbad,Jharkhand,354,20,7.4,6.6,7.9,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,7.4,6.6,7.9,7.4,6.6,7.9
Bokaro,Jharkhand,355,20,8.2,8.4,7.9,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,8.2,8.4,7.9,8.2,8.4,7.9
Lohardaga,Jharkhand,356,20,7.5,8.6,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,7.5,8.6,0,7.5,8.6,0
Purbi Singhbhum,Jharkhand,357,20,9.8,7.1,12,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,9.8,7.1,12,9.8,7.1,12
Palamu,Jharkhand,358,20,5.2,5.2,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,5.2,5.2,0,5.2,5.2,0
Latehar,Jharkhand,359,20,8.5,8.8,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,8.5,8.8,0,8.5,8.8,0
Hazaribagh,Jharkhand,360,20,10.0,9.2,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,10.0,9.2,0,10.0,9.2,0
Ramgarh,Jharkhand,361,20,9.5,5.8,14,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,9.5,5.8,14,9.5,5.8,14
Dumka,Jharkhand,362,20,4.8,4.5,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,4.8,4.5,0,4.8,4.5,0
Jamtara,Jharkhand,363,20,5.3,5.5,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,5.3,5.5,0,5.3,5.5,0
Ranchi,Jharkhand,364,20,9.4,11.5,6.8,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,9.4,11.5,6.8,9.4,11.5,6.8
Khunti,Jharkhand,365,20,5.9,5.9,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,5.9,5.9,0,5.9,5.9,0
Gumla,Jharkhand,366,20,5.6,4.4,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,5.6,4.4,0,5.6,4.4,0
Simdega,Jharkhand,367,20,9.7,10.1,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,9.7,10.1,0,9.7,10.1,0
Pashchimi Singhbhum,Jharkhand,368,20,10.8,10.5,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,10.8,10.5,0,10.8,10.5,0
Saraikela Kharsawan,Jharkhand,369,20,12.8,11,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,12.8,11,0,12.8,11,0
Bargarh,Odisha,370,21,15.5,14.8,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,15.5,14.8,0,15.5,14.8,0
Jharsuguda,Odisha,371,21,7.2,6.7,8,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,7.2,6.7,8,7.2,6.7,8
Sambalpur,Odisha,372,21,9.7,6.8,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,9.7,6.8,0,9.7,6.8,0
Debagarh,Odisha,373,21,17.3,16.6,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,17.3,16.6,0,17.3,16.6,0
Sundargarh,Odisha,374,21,11.1,13.1,8,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,11.1,13.1,8,11.1,13.1,8
Kendujhar,Odisha,375,21,11.1,7.7,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,11.1,7.7,0,11.1,7.7,0
Mayurbhanj,Odisha,376,21,11.9,12.5,,88,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men,11.9,12.5,0,11.9,12.5,0
