district,state,district_census_code,state_census_code,total,rural,urban,indicator_number,indicator_name,indicator_category
Washim,Maharashtra,502,27,3.1,3.8,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Amravati,Maharashtra,503,27,2.1,2.4,1.6,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Wardha,Maharashtra,504,27,0.5,0,1.3,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Nagpur,Maharashtra,505,27,2.6,3.7,2,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Bhandara,Maharashtra,506,27,0.8,1,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Gondiya,Maharashtra,507,27,4.2,3.8,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Gadchiroli,Maharashtra,508,27,1.9,2.2,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Chandrapur,Maharashtra,509,27,3,2,4.9,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Yavatmal,Maharashtra,510,27,3.5,3.2,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Nanded,Maharashtra,511,27,0.6,0,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Hingoli,Maharashtra,512,27,2.7,2.1,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Parbhani,Maharashtra,513,27,2.6,3.2,1.2,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Jalna,Maharashtra,514,27,0.8,1,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Aurangabad,Maharashtra,515,27,4.9,2.5,7.8,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Nashik,Maharashtra,516,27,1,0.9,1.2,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Thane,Maharashtra,517,27,4.8,,5.2,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Mumbai Suburban,Maharashtra,518,27,1.7,,1.7,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Mumbai,Maharashtra,519,27,-9.3,,-9.3,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Raigarh,Maharashtra,520,27,1.5,0,3.8,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Pune,Maharashtra,521,27,6.4,5.5,6.9,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Ahmednagar,Maharashtra,522,27,7.1,6.3,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Bid,Maharashtra,523,27,0.8,1,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Latur,Maharashtra,524,27,3.7,2.5,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Osmanabad,Maharashtra,525,27,1.4,1.1,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Solapur,Maharashtra,526,27,3.6,3.9,3,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Satara,Maharashtra,527,27,1.3,0,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Ratnagiri,Maharashtra,528,27,3.4,0,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Sindhudurg,Maharashtra,529,27,8.4,-9.9,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Kolhapur,Maharashtra,530,27,3.5,3.7,3.2,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Sangli,Maharashtra,531,27,1.7,1,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Adilabad,Telangana,532,28,5.5,3.9,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Nizamabad,Telangana,533,28,1.4,1.7,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Karimnagar,Telangana,534,28,2.2,1.4,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Medak,Telangana,535,28,3.4,2.7,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Hyderabad,Telangana,536,28,3.4,,3.4,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Rangareddy,Telangana,537,28,3.9,,4.6,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Mahbubnagar,Telangana,538,28,2.1,2.5,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Nalgonda,Telangana,539,28,2.8,3.6,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Warangal,Telangana,540,28,4.5,6.1,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Khammam,Telangana,541,28,2.4,3.3,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Srikakulam,Andhra Pradesh,542,28,0.9,0,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Vizianagaram,Andhra Pradesh,543,28,2.7,3.5,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Visakhapatnam,Andhra Pradesh,544,28,2.4,-2.5,2.3,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
East Godavari,Andhra Pradesh,545,28,8,10.2,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
West Godavari,Andhra Pradesh,546,28,2.2,2.8,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Krishna,Andhra Pradesh,547,28,0,0,0,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Guntur,Andhra Pradesh,548,28,3.5,-4.3,2.3,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Prakasam,Andhra Pradesh,549,28,3.9,5.6,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Sri Potti Sriramulu Nellore,Andhra Pradesh,550,28,2.9,4,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Y.S.R. Cuddapah,Andhra Pradesh,551,28,2.9,-2.4,-3.5,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Kurnool,Andhra Pradesh,552,28,4.5,4.2,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Anantapur,Andhra Pradesh,553,28,4.9,3.2,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Chittoor,Andhra Pradesh,554,28,4.5,2.8,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Belgaum,Karnataka,555,29,1.4,1,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Bagalkot,Karnataka,556,29,0.4,0,1.1,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Bijapur,Karnataka,557,29,4.6,3.8,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Bidar,Karnataka,558,29,3.7,3.3,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Raichur,Karnataka,559,29,1.8,2.7,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Koppal,Karnataka,560,29,1.5,1.9,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Gadag,Karnataka,561,29,5.4,2.5,9.4,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Dharwad,Karnataka,562,29,4.3,1.2,6.6,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Uttara Kannada,Karnataka,563,29,7.2,5,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Haveri,Karnataka,564,29,0,0,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Bellary,Karnataka,565,29,0.9,1.4,0,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Chitradurga,Karnataka,566,29,3,2.5,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Davanagere,Karnataka,567,29,4.5,4.8,3.8,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Shimoga,Karnataka,568,29,2.7,0,-10.2,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Udupi,Karnataka,569,29,2.1,1.2,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Chikmagalur,Karnataka,570,29,2.6,1.1,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Tumkur,Karnataka,571,29,4.9,5,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Bangalore,Karnataka,572,29,0.9,,1,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Mandya,Karnataka,573,29,1.2,1.8,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Hassan,Karnataka,574,29,3.3,2.4,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Dakshina Kannada,Karnataka,575,29,2,0,-4,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Kodagu,Karnataka,576,29,1,1.2,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Mysore,Karnataka,577,29,1.4,2.4,0,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Chamarajanagar,Karnataka,578,29,2,2.9,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Gulbarga,Karnataka,579,29,3.4,4.4,1.7,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Yadgir,Karnataka,580,29,0.7,1,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Kolar,Karnataka,581,29,1.4,0,2.7,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Chikkaballapura,Karnataka,582,29,2.8,2.6,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Bangalore Rural,Karnataka,583,29,0.6,0.9,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Ramanagara,Karnataka,584,29,2.2,2.1,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
North Goa,Goa,585,30,2.5,2.7,2.4,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
South Goa,Goa,586,30,3,2.4,3.3,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Kasaragod,Kerala,588,32,1.1,1.9,0,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Kannur,Kerala,589,32,3.9,3.4,-4.3,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Wayanad,Kerala,590,32,0.6,0.7,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Kozhikode,Kerala,591,32,0.5,1.5,0,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Malappuram,Kerala,592,32,1.2,1.2,1.2,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Palakkad,Kerala,593,32,0.5,0.7,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Thrissur,Kerala,594,32,3.3,0,5.1,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Ernakulam,Kerala,595,32,3,-4.2,2.3,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Idukki,Kerala,596,32,0.8,0.9,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Kottayam,Kerala,597,32,1.9,0,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Alappuzha,Kerala,598,32,0.8,1.4,0,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Pathanamthitta,Kerala,599,32,3.3,3.8,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Kollam,Kerala,600,32,0,0,0,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Thiruvananthapuram,Kerala,601,32,0.5,1.1,0,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Thiruvallur,Tamil Nadu,602,33,0.9,0,1.5,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Chennai,Tamil Nadu,603,33,0.7,,0.7,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Kancheepuram,Tamil Nadu,604,33,3.9,0,5.6,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Vellore,Tamil Nadu,605,33,2.4,2.7,2.1,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Tiruvannamalai,Tamil Nadu,606,33,0.7,1,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Viluppuram,Tamil Nadu,607,33,3.3,4,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Salem,Tamil Nadu,608,33,1.9,2,1.8,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Namakkal,Tamil Nadu,609,33,2.6,4.9,0,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Erode,Tamil Nadu,610,33,2.9,1.3,4.2,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
The Nilgiris,Tamil Nadu,611,33,5.3,3.5,6.2,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Dindigul,Tamil Nadu,612,33,3.6,3.4,3.9,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Karur,Tamil Nadu,613,33,4.3,3,5.8,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Tiruchirappalli,Tamil Nadu,614,33,7.4,2.8,11.7,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Perambalur,Tamil Nadu,615,33,3.2,4.5,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Ariyalur,Tamil Nadu,616,33,3.9,3.8,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Cuddalore,Tamil Nadu,617,33,3.3,2.5,4.7,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
Nagapattinam,Tamil Nadu,618,33,3.8,3.6,,89,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Men
